pid,city,state,fiscal_year,runs_schools,county_like_functions,education_pct_general,county_like_pct_general,police_flags,fire_flags,unit_imputed_share,record_complete,fire_external,police_contracted,consolidated_or_independent,note
176132,Sugar Land,TX,2022,False,False,0.0,0.0,I,I,1.0,True,False,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent)
203966,Clovis,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
100750,Fairfield,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
166690,Lansing,MI,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
184735,Palm Bay,FL,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
129515,Independence,MO,2022,False,False,0.0,0.0,I,I,1.0,True,False,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent)
207684,Clearwater,FL,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
114311,West Jordan,UT,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
100719,Murrieta,CA,2022,False,False,0.0,0.0,R,R,0.007,True,False,False,False,
176517,Provo,UT,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
161254,Carlsbad,CA,2022,False,False,0.0,0.0,R,R,0.007,True,False,False,False,
194812,Beaumont,TX,2022,False,True,0.0,11.7,R,R,0.0,True,False,False,False,carries county-type functions (corrections/hospital/welfare) above 3% of general expenditure
184767,Lakeland,FL,2022,False,False,0.0,0.1,R,R,0.0,True,False,False,False,
211654,Westminster,CO,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
137234,Temecula,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
162629,Springfield,IL,2022,False,False,0.0,0.0,-,-,0.0,False,False,False,False,incomplete record this year (partial response); shares null
194732,High Point,NC,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
161679,West Palm Beach,FL,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
194654,Pueblo,CO,2022,False,False,0.0,0.0,I,I,0.828,True,False,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent)
170001,Manchester,NH,2022,True,False,43.7,0.4,R,R,0.387,True,False,False,False,dependent school system inside city books
176873,Everett,WA,2022,False,False,0.0,0.5,R,R,0.0,True,False,False,False,
211207,Costa Mesa,CA,2022,False,False,0.0,0.0,R,R,0.009,True,False,False,False,
161588,Pompano Beach,FL,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
161169,El Monte,CA,2022,False,False,0.0,0.0,R,R,0.046,True,False,False,False,
202617,Lewisville,TX,2022,False,False,0.0,0.0,I,I,1.0,True,False,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent)
184222,Broken Arrow,OK,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
123096,Antioch,CA,2022,False,False,0.0,0.0,R,-,0.0,True,True,False,False,no fire spending on city books: fire provided by independent district or county
211253,Hillsboro,OR,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
166449,Lowell,MA,2022,True,False,63.5,0.1,R,R,0.0,True,False,False,False,dependent school system inside city books
102716,Elgin,IL,2022,False,False,0.0,0.6,R,R,0.0,True,False,False,False,
212209,Centennial,CO,2022,False,False,0.0,0.0,R,-,0.001,False,False,False,False,incomplete record this year (partial response); shares null
161135,Richmond,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
173685,Gresham,OR,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
216510,Sandy Springs,GA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
228280,Jurupa Valley,CA,2022,False,False,0.0,0.0,R,R,0.009,False,False,False,False,incomplete record this year (partial response); shares null
108127,Billings,MT,2022,False,False,0.0,0.0,R,AR,0.0,True,False,False,False,police/fire contains imputed or analyst-adjusted items
193205,Peoria,IL,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
209555,Allen,TX,2022,False,False,0.0,0.1,I,I,1.0,True,False,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent)
183829,Downey,CA,2022,False,False,0.0,0.0,R,R,0.043,True,False,False,False,
214783,Miami Gardens,FL,2022,False,False,0.0,0.0,R,-,0.0,True,True,False,False,no fire spending on city books: fire provided by independent district or county
207635,Greeley,CO,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
176142,League,TX,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
135275,Tyler,TX,2022,False,False,0.0,0.0,I,I,1.0,True,False,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent)
161337,Boulder,CO,2022,False,False,0.0,0.0,R,R,0.035,True,False,False,False,
123110,Inglewood,CA,2022,False,False,0.0,0.0,R,R,0.023,True,False,False,False,
161300,San Buenaventura,CA,2022,False,False,0.0,0.0,R,R,0.027,True,False,False,False,
108910,Sparks,NV,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
101696,Waterbury,CT,2022,True,False,54.0,0.9,R,R,0.0,True,False,False,False,dependent school system inside city books
161594,Davie,FL,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
211215,Daly,CA,2022,False,False,0.0,0.0,R,R,0.004,True,False,False,False,
161273,Santa Maria,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
135295,Wichita Falls,TX,2022,False,False,0.0,0.0,I,I,1.0,True,False,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent)
208793,Las Cruces,NM,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
123146,Rialto,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
177090,Green Bay,WI,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
100689,West Covina,CA,2022,False,False,0.0,0.0,R,R,0.161,True,False,False,False,
162062,Nampa,ID,2022,False,False,0.0,0.0,I,I,0.97,True,False,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent)
213591,Spokane Valley,WA,2022,False,True,0.0,3.3,R,-,0.0,True,True,False,False,carries county-type functions (corrections/hospital/welfare) above 3% of general expenditure; no fire spending on city books: fire provided by independent district or county
161130,Chico,CA,2022,False,False,0.0,0.0,R,R,0.006,True,False,False,False,
160723,Tuscaloosa,AL,2022,False,False,0.0,0.4,R,R,0.0,True,False,False,False,
123117,Norwalk,CA,2022,False,False,0.0,0.0,R,-,0.0,True,True,False,False,no fire spending on city books: fire provided by independent district or county
247337,South Fulton,GA,2022,False,False,0.0,0.1,I,-,1.0,True,True,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent); no fire spending on city books: fire provided by independent district or county
183842,El Cajon,CA,2022,False,False,0.0,0.0,R,R,0.038,True,False,False,False,
123157,San Mateo,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
113634,Edinburg,TX,2022,False,False,0.0,0.0,I,I,1.0,True,False,False,False,police/fire contains imputed or analyst-adjusted items; majority of unit expenditure imputed (nonrespondent)
193960,Bend,OR,2022,False,False,0.0,0.0,R,R,0.077,True,False,False,False,
126081,South Bend,IN,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
184443,Burbank,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
208060,Davenport,IA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
126027,Carmel,IN,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
135285,San Angelo,TX,2022,False,False,0.0,0.4,R,R,0.0,True,False,False,False,
136110,Renton,WA,2022,False,True,0.0,14.8,R,-,0.0,True,True,False,False,carries county-type functions (corrections/hospital/welfare) above 3% of general expenditure; no fire spending on city books: fire provided by independent district or county
168926,Lees Summit,MO,2022,False,False,0.0,0.0,R,R,0.086,True,False,False,False,
161286,Vacaville,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
211981,Vista,CA,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
170404,Rio Rancho,NM,2022,False,False,0.0,0.1,R,R,0.0,True,False,False,False,
110047,Concord,NC,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
194651,Longmont,CO,2022,False,False,0.0,0.0,R,R,0.03,True,False,False,False,
103799,Fishers,IN,2022,False,False,0.0,0.0,R,R,0.161,True,False,False,False,
187683,Conroe,TX,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
166455,Brockton,MA,2022,True,False,61.2,0.1,R,R,0.0,True,False,False,False,dependent school system inside city books
176060,New Braunfels,TX,2022,False,False,0.0,0.0,I,I,0.307,True,False,False,False,police/fire contains imputed or analyst-adjusted items
166441,New Bedford,MA,2022,True,False,63.0,0.4,R,R,0.0,True,False,False,False,dependent school system inside city books
170440,Albany,NY,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
106055,Lynn,MA,2022,True,False,69.3,0.2,R,R,0.0,True,False,False,False,dependent school system inside city books
166454,Quincy,MA,2022,True,False,40.1,0.2,R,R,0.0,True,False,False,False,dependent school system inside city books
194789,Dearborn,MI,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
184202,St George,UT,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
122748,Goodyear,AZ,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
160830,Buckeye,AZ,2022,False,False,0.0,0.0,R,R,0.0,True,False,False,False,
