ori,agency_name,city,state,year,population_covered,months_reported,violent_crime,murder,rape,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,reporting_system,source_file,retrieved
MA0120300,Brockton,Brockton,MA,2024,106650,12,639,8,68,72,491,1434,249,800,385,converted,reta-2024.txt,2026-09-15
MA0130100,Boston,Boston,MA,2012,630648,12,5266,57,249,1910,3050,18349,3325,13400,1624,SRS,RETA12.DAT,2026-09-15
MA0130100,Boston,Boston,MA,2013,643799,12,5037,39,279,1868,2851,17853,3096,13147,1610,SRS,RETURNA2013.TXT,2026-09-15
MA0130100,Boston,Boston,MA,2014,654413,12,4749,53,280,1680,2736,17269,2680,13077,1512,SRS,RETA14.DAT,2026-09-15
MA0130100,Boston,Boston,MA,2015,665258,12,4702,38,240,1551,2873,15408,2357,11772,1279,SRS,RETA-COMB.txt,2026-09-15
MA0130100,Boston,Boston,MA,2016,673880,12,4767,49,278,1530,2910,14489,1837,11429,1223,SRS,RETA2016.TXT,2026-09-15
MA0130100,Boston,Boston,MA,2017,682903,12,4570,57,290,1404,2819,14266,2109,10952,1205,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MA0130100,Boston,Boston,MA,2018,694673,12,4324,56,278,1172,2818,14007,1853,11000,1154,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MA0130100,Boston,Boston,MA,2019,698941,12,4276,42,240,1041,2953,13379,1712,10681,986,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MA0130100,Boston,Boston,MA,2020,697323,12,4441,58,200,924,3259,13203,1741,10169,1293,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MA0130100,Boston,Boston,MA,2021,704758,12,3977,37,240,777,2923,11749,1369,9213,1167,converted,reta-2021.txt,2026-09-15
MA0130100,Boston,Boston,MA,2022,638925,12,4061,46,204,780,3031,11672,1235,9243,1194,converted,reta-2022.txt,2026-09-15
MA0130100,Boston,Boston,MA,2023,642823,12,4073,35,223,881,2934,12607,1166,10277,1164,converted,reta-2023.txt,2026-09-15
MA0130100,Boston,Boston,MA,2024,659049,12,4153,25,173,835,3120,13363,1185,11141,1037,converted,reta-2024.txt,2026-09-15
MA0146000,Worcester,Worcester,MA,2012,183247,12,1761,8,35,419,1299,6445,2047,3934,464,SRS,RETA12.DAT,2026-09-15
MA0146000,Worcester,Worcester,MA,2013,183454,12,1751,9,23,483,1236,6247,1916,3932,399,SRS,RETURNA2013.TXT,2026-09-15
MA0146000,Worcester,Worcester,MA,2014,183248,12,1768,6,10,402,1350,5612,1417,3829,366,SRS,RETA14.DAT,2026-09-15
MA0146000,Worcester,Worcester,MA,2015,183377,12,1634,8,33,407,1186,5375,1214,3765,396,SRS,RETA-COMB.txt,2026-09-15
MA0146000,Worcester,Worcester,MA,2016,184595,12,1646,8,66,394,1178,5364,1367,3478,519,SRS,RETA2016.TXT,2026-09-15
MA0146000,Worcester,Worcester,MA,2017,185107,12,1359,5,54,324,976,4048,866,2786,396,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MA0146000,Worcester,Worcester,MA,2018,186188,12,1278,5,55,290,928,3978,849,2790,339,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MA0146000,Worcester,Worcester,MA,2019,184945,12,1169,13,45,229,882,3758,751,2637,370,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MA0146000,Worcester,Worcester,MA,2020,184850,12,1172,10,50,210,902,3702,666,2588,448,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MA0146000,Worcester,Worcester,MA,2021,186365,12,1207,6,56,191,954,3541,713,2452,376,converted,reta-2021.txt,2026-09-15
MA0146000,Worcester,Worcester,MA,2022,206575,12,1246,11,44,166,1025,3445,696,2409,340,converted,reta-2022.txt,2026-09-15
MA0146000,Worcester,Worcester,MA,2023,206145,12,1473,8,33,205,1227,3347,452,2505,390,converted,reta-2023.txt,2026-09-15
MA0146000,Worcester,Worcester,MA,2024,212425,12,1363,15,40,204,1104,3350,483,2490,377,converted,reta-2024.txt,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2012,625474,12,8789,216,317,3605,4651,29149,7770,17397,3982,SRS,RETA12.DAT,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2013,622671,12,8725,233,298,3734,4460,30789,7391,18946,4452,SRS,RETURNA2013.TXT,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2014,623513,12,8346,211,245,3677,4213,29420,6926,18008,4486,SRS,RETA14.DAT,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2015,621252,12,9542,344,287,4313,4598,30941,7757,17658,5526,SRS,RETA-COMB.txt,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2016,618385,12,11010,318,299,5236,5157,29547,7375,16855,5317,SRS,RETA2016.TXT,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2017,613217,12,12430,342,382,5879,5827,30220,8041,17008,5171,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2018,605436,12,11100,309,361,5066,5364,27217,6048,16794,4375,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2019,597239,12,11101,348,324,4856,5573,25748,5414,16395,3939,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2020,588594,12,9398,330,324,3418,5326,18540,4099,11319,3122,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2021,590536,12,4982,174,158,1749,2901,8169,1830,4765,1574,converted,reta-2021.txt,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2022,570546,12,9751,326,313,3228,5884,19289,3493,12261,3535,converted,reta-2022.txt,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2023,565192,12,9573,246,305,3303,5719,29003,3279,14614,11110,converted,reta-2023.txt,2026-09-15
MDBPD0000,Baltimore,Baltimore,MD,2024,566632,12,9154,193,342,3253,5366,23669,2975,14701,5993,converted,reta-2024.txt,2026-09-15
MI2539800,Flint,Flint,MI,2012,101632,12,2774,64,108,673,1929,5648,2979,2211,458,SRS,RETA12.DAT,2026-09-15
MI2539800,Flint,Flint,MI,2013,99941,12,1954,47,146,450,1311,4272,1946,2006,320,SRS,RETURNA2013.TXT,2026-09-15
MI2539800,Flint,Flint,MI,2014,99166,12,1695,28,116,277,1274,3893,1677,1945,271,SRS,RETA14.DAT,2026-09-15
MI2539800,Flint,Flint,MI,2015,98221,12,1453,44,78,272,1059,3547,1394,1885,268,SRS,RETA-COMB.txt,2026-09-15
MI2539800,Flint,Flint,MI,2016,97548,12,1548,45,98,248,1157,3340,1215,1880,245,SRS,RETA2016.TXT,2026-09-15
MI2539800,Flint,Flint,MI,2017,96605,12,1878,37,106,271,1464,2646,965,1405,276,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI2539800,Flint,Flint,MI,2018,95677,12,1739,32,130,189,1388,2584,796,1488,300,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI2539800,Flint,Flint,MI,2019,95212,12,1336,39,70,84,1143,2033,584,1237,212,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI2539800,Flint,Flint,MI,2020,94842,12,1160,48,74,104,934,1753,440,1093,220,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI2539800,Flint,Flint,MI,2021,94290,12,1016,37,56,45,878,905,171,616,118,converted,reta-2021.txt,2026-09-15
MI2539800,Flint,Flint,MI,2022,80059,12,994,13,85,28,868,1064,191,691,182,converted,reta-2022.txt,2026-09-15
MI2539800,Flint,Flint,MI,2023,79234,12,1131,18,131,78,904,1353,321,723,309,converted,reta-2023.txt,2026-09-15
MI2539800,Flint,Flint,MI,2024,79183,12,1003,20,47,50,886,1046,221,580,245,converted,reta-2024.txt,2026-09-15
MI3351900,Lansing,Lansing,MI,2012,114688,12,1089,13,97,204,775,3808,1315,2225,268,SRS,RETA12.DAT,2026-09-15
MI3351900,Lansing,Lansing,MI,2013,113907,12,1203,7,126,256,814,3974,1274,2337,363,SRS,RETURNA2013.TXT,2026-09-15
MI3351900,Lansing,Lansing,MI,2014,113901,12,1274,10,118,250,896,3591,958,2260,373,SRS,RETA14.DAT,2026-09-15
MI3351900,Lansing,Lansing,MI,2015,114694,12,1335,9,122,265,939,3466,963,2152,351,SRS,RETA-COMB.txt,2026-09-15
MI3351900,Lansing,Lansing,MI,2016,115199,12,1359,10,151,261,937,3341,902,2062,377,SRS,RETA2016.TXT,2026-09-15
MI3351900,Lansing,Lansing,MI,2017,116302,12,1349,15,117,244,973,3566,889,2273,404,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI3351900,Lansing,Lansing,MI,2018,117380,12,1328,9,161,184,974,3562,873,2251,438,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI3351900,Lansing,Lansing,MI,2019,118953,12,1328,13,152,179,984,3369,765,2233,371,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI3351900,Lansing,Lansing,MI,2020,118651,12,1719,18,134,196,1371,3587,1006,2003,578,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI3351900,Lansing,Lansing,MI,2021,117865,12,1762,26,147,170,1419,2932,722,1709,501,converted,reta-2021.txt,2026-09-15
MI3351900,Lansing,Lansing,MI,2022,112567,12,1446,15,102,149,1180,3047,582,1808,657,converted,reta-2022.txt,2026-09-15
MI3351900,Lansing,Lansing,MI,2023,112529,12,1589,12,122,146,1309,3189,572,1769,848,converted,reta-2023.txt,2026-09-15
MI3351900,Lansing,Lansing,MI,2024,111965,12,1509,11,119,108,1271,2803,472,1605,726,converted,reta-2024.txt,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2012,189953,12,1465,16,46,462,941,6618,1917,4433,268,SRS,RETA12.DAT,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2013,191213,12,1326,17,82,471,756,6188,1621,4315,252,SRS,RETURNA2013.TXT,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2014,193385,12,1381,7,86,426,862,5174,1126,3755,293,SRS,RETA14.DAT,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2015,195268,12,1420,10,128,423,859,4604,974,3339,291,SRS,RETA-COMB.txt,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2016,196538,12,1327,10,142,321,854,4334,822,3208,304,SRS,RETA2016.TXT,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2017,197868,12,1410,12,143,351,904,4102,763,2976,363,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2018,200428,12,1320,5,148,319,848,3832,679,2883,270,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2019,201799,12,1299,8,154,275,862,3871,595,2775,501,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2020,202513,12,1951,32,160,326,1433,5849,812,4198,839,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2021,201280,12,1990,18,174,296,1502,5160,579,3631,950,converted,reta-2021.txt,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2022,196662,12,1925,20,187,267,1451,5912,546,3894,1472,converted,reta-2022.txt,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2023,196019,12,1730,23,179,207,1321,5966,639,4035,1292,converted,reta-2023.txt,2026-09-15
MI4143600,Grand Rapids,Grand Rapids,MI,2024,195913,12,1783,12,176,228,1367,4860,524,3583,753,converted,reta-2024.txt,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2012,129974,12,232,4,16,30,182,2578,356,2059,163,SRS,RETA12.DAT,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2013,130634,12,244,0,30,25,189,2483,329,1958,196,SRS,RETURNA2013.TXT,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2014,131604,12,211,0,33,27,151,2023,221,1648,154,SRS,RETA14.DAT,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2015,132255,12,230,5,39,25,161,1774,199,1432,143,SRS,RETA-COMB.txt,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2016,132523,12,231,1,33,25,172,1513,178,1220,115,SRS,RETA2016.TXT,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2017,132882,12,241,4,38,19,180,1503,164,1232,107,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2018,133055,12,240,2,42,19,177,1334,139,1073,122,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2019,133377,12,174,0,26,18,130,1147,93,955,99,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2020,132745,12,237,2,33,22,180,1147,96,897,154,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2021,131911,12,242,2,36,21,183,1120,87,845,188,converted,reta-2021.txt,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2022,132393,12,273,2,39,22,210,1571,82,1211,278,converted,reta-2022.txt,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2023,131801,12,222,1,21,17,183,1464,120,1080,264,converted,reta-2023.txt,2026-09-15
MI5076500,Sterling Heights,Sterling Heights,MI,2024,133058,12,305,1,42,19,243,1388,103,1051,234,converted,reta-2024.txt,2026-09-15
MI5080600,Warren,Warren,MI,2012,134340,12,716,0,92,147,477,3801,1003,2059,739,SRS,RETA12.DAT,2026-09-15
MI5080600,Warren,Warren,MI,2013,134167,12,689,3,138,166,382,3518,886,2051,581,SRS,RETURNA2013.TXT,2026-09-15
MI5080600,Warren,Warren,MI,2014,135080,12,646,4,103,161,378,3444,742,2157,545,SRS,RETA14.DAT,2026-09-15
MI5080600,Warren,Warren,MI,2015,135367,12,750,2,108,140,500,3289,739,2029,521,SRS,RETA-COMB.txt,2026-09-15
MI5080600,Warren,Warren,MI,2016,135620,12,700,6,126,125,443,3527,930,2084,513,SRS,RETA2016.TXT,2026-09-15
MI5080600,Warren,Warren,MI,2017,135303,12,686,7,129,97,453,2904,659,1808,437,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5080600,Warren,Warren,MI,2018,135160,12,697,4,117,120,456,2818,583,1696,539,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5080600,Warren,Warren,MI,2019,134653,12,652,8,98,83,463,2482,570,1553,359,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5080600,Warren,Warren,MI,2020,133928,12,690,12,111,90,477,1951,350,1179,422,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5080600,Warren,Warren,MI,2021,132758,12,729,5,118,94,512,2147,360,1355,432,converted,reta-2021.txt,2026-09-15
MI5080600,Warren,Warren,MI,2022,137138,12,673,5,82,55,531,2280,295,1522,463,converted,reta-2022.txt,2026-09-15
MI5080600,Warren,Warren,MI,2023,136121,12,775,6,98,72,599,2516,472,1516,528,converted,reta-2023.txt,2026-09-15
MI5080600,Warren,Warren,MI,2024,135843,12,736,8,105,48,575,2121,278,1361,482,converted,reta-2024.txt,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2012,97001,12,292,0,39,58,195,2230,477,1572,181,SRS,RETA12.DAT,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2013,98071,12,287,5,57,60,165,2133,420,1481,232,SRS,RETURNA2013.TXT,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2014,98897,12,296,1,44,63,188,2095,357,1560,178,SRS,RETA14.DAT,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2015,99662,12,255,2,36,46,171,1599,242,1248,109,SRS,RETA-COMB.txt,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2016,100514,12,326,3,42,36,245,1689,284,1280,125,SRS,RETA2016.TXT,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2017,100999,12,369,3,51,39,276,1532,277,1100,155,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2018,101279,12,321,3,58,23,237,1424,162,1105,157,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2019,101308,12,300,0,40,18,242,1373,172,1045,156,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2020,100884,12,393,2,43,30,318,1235,146,914,175,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2021,100094,12,351,7,47,27,270,1217,105,903,209,converted,reta-2021.txt,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2022,99274,12,373,1,51,16,305,1568,128,1188,252,converted,reta-2022.txt,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2023,99012,12,277,4,38,27,208,1588,133,1139,316,converted,reta-2023.txt,2026-09-15
MI5084900,Clinton Township,Clinton Township,MI,2024,99056,12,317,4,60,20,233,1415,119,1044,252,converted,reta-2024.txt,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2012,115008,12,231,1,38,50,142,2735,715,1906,114,SRS,RETA12.DAT,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2013,116799,12,251,2,53,49,147,2538,409,2036,93,SRS,RETURNA2013.TXT,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2014,117768,12,195,0,57,24,114,2215,320,1790,105,SRS,RETA14.DAT,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2015,118730,12,229,0,58,42,129,2378,276,2030,72,SRS,RETA-COMB.txt,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2016,117688,12,211,1,44,41,125,2057,241,1704,112,SRS,RETA2016.TXT,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2017,121930,12,267,0,66,52,149,2111,278,1734,99,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2018,122571,12,282,2,67,45,168,1946,217,1661,68,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2019,122893,12,316,2,84,46,184,2129,197,1794,138,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2020,120647,12,304,1,56,38,209,1619,154,1383,82,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2021,119805,12,353,2,69,30,252,1731,198,1451,82,converted,reta-2021.txt,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2022,120549,12,375,1,52,39,283,2081,260,1672,149,converted,reta-2022.txt,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2023,118072,12,371,4,46,46,275,2088,204,1721,163,converted,reta-2023.txt,2026-09-15
MI8121800,Ann Arbor,Ann Arbor,MI,2024,118025,12,366,0,63,24,279,2047,187,1755,105,converted,reta-2024.txt,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2012,97215,12,323,1,25,107,190,3286,462,2468,356,SRS,RETA12.DAT,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2013,96012,12,347,2,34,125,186,3107,399,2334,374,SRS,RETURNA2013.TXT,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2014,95396,12,342,2,36,97,207,3140,338,2389,413,SRS,RETA14.DAT,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2015,94962,12,356,1,33,102,220,2933,398,2163,372,SRS,RETA-COMB.txt,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2016,94646,12,347,1,31,78,237,2798,297,2173,328,SRS,RETA2016.TXT,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2017,93889,12,259,0,41,51,167,2274,218,1779,277,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2018,94022,12,316,1,38,81,196,1880,233,1446,201,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2019,93902,12,304,4,36,56,208,2111,201,1647,263,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2020,93507,12,285,5,30,33,217,1679,194,1230,255,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2021,92930,12,349,4,27,45,273,1758,143,1325,290,converted,reta-2021.txt,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2022,107197,12,302,2,30,52,218,2075,152,1476,447,converted,reta-2022.txt,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2023,106747,12,322,2,25,51,244,2310,185,1501,624,converted,reta-2023.txt,2026-09-15
MI8234300,Dearborn,Dearborn,MI,2024,104571,12,309,1,28,37,243,2107,120,1497,490,converted,reta-2024.txt,2026-09-15
MI8234900,Detroit,Detroit,MI,2012,707096,12,15023,386,442,4850,9345,41010,13504,15992,11514,SRS,RETA12.DAT,2026-09-15
MI8234900,Detroit,Detroit,MI,2013,699889,12,14501,316,613,4771,8801,40558,11758,17198,11602,SRS,RETURNA2013.TXT,2026-09-15
MI8234900,Detroit,Detroit,MI,2014,684694,12,13622,298,557,3573,9194,32995,9179,13724,10092,SRS,RETA14.DAT,2026-09-15
MI8234900,Detroit,Detroit,MI,2015,673225,12,11901,287,527,3448,7639,30508,7874,14520,8114,SRS,RETA-COMB.txt,2026-09-15
MI8234900,Detroit,Detroit,MI,2016,669673,12,13723,302,594,2942,9885,31769,8829,13980,8960,SRS,RETA2016.TXT,2026-09-15
MI8234900,Detroit,Detroit,MI,2017,670792,12,13744,268,712,2638,10126,30505,8264,14074,8167,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8234900,Detroit,Detroit,MI,2018,671275,12,13495,261,1008,2310,9916,28987,7467,15068,6452,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8234900,Detroit,Detroit,MI,2019,663502,12,13035,281,959,2342,9453,28613,6841,14882,6890,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8234900,Detroit,Detroit,MI,2020,659616,12,14493,321,695,1844,11633,21442,4390,11431,5621,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8234900,Detroit,Detroit,MI,2021,673708,12,14496,306,828,1510,11852,22646,4155,11753,6738,converted,reta-2021.txt,2026-09-15
MI8234900,Detroit,Detroit,MI,2022,626757,12,12692,307,711,1398,10276,28124,4830,13840,9454,converted,reta-2022.txt,2026-09-15
MI8234900,Detroit,Detroit,MI,2023,615501,12,12623,250,680,1391,10302,29329,4691,15436,9202,converted,reta-2023.txt,2026-09-15
MI8234900,Detroit,Detroit,MI,2024,651171,12,11610,203,627,1197,9583,28190,4612,15378,8200,converted,reta-2024.txt,2026-09-15
MI8253800,Livonia,Livonia,MI,2012,96028,12,147,3,19,33,92,2132,323,1608,201,SRS,RETA12.DAT,2026-09-15
MI8253800,Livonia,Livonia,MI,2013,95220,12,148,0,18,34,96,1962,284,1500,178,SRS,RETURNA2013.TXT,2026-09-15
MI8253800,Livonia,Livonia,MI,2014,94833,12,119,1,15,20,83,1780,207,1425,148,SRS,RETA14.DAT,2026-09-15
MI8253800,Livonia,Livonia,MI,2015,94521,12,146,1,19,21,105,1864,191,1487,186,SRS,RETA-COMB.txt,2026-09-15
MI8253800,Livonia,Livonia,MI,2016,94226,12,144,0,20,28,96,1695,295,1250,150,SRS,RETA2016.TXT,2026-09-15
MI8253800,Livonia,Livonia,MI,2017,93603,12,112,0,20,16,76,1435,165,1141,129,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8253800,Livonia,Livonia,MI,2018,93740,12,143,0,37,19,87,1315,110,1095,110,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8253800,Livonia,Livonia,MI,2019,93644,12,173,0,26,18,129,1416,125,1178,113,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8253800,Livonia,Livonia,MI,2020,93342,12,218,0,32,12,174,1215,117,996,102,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8253800,Livonia,Livonia,MI,2021,92852,12,236,1,43,13,179,1350,112,1102,136,converted,reta-2021.txt,2026-09-15
MI8253800,Livonia,Livonia,MI,2022,93517,12,231,0,27,19,185,1627,111,1266,250,converted,reta-2022.txt,2026-09-15
MI8253800,Livonia,Livonia,MI,2023,93042,12,243,3,30,11,199,1389,135,1039,215,converted,reta-2023.txt,2026-09-15
MI8253800,Livonia,Livonia,MI,2024,91189,12,212,0,24,14,174,1164,75,935,154,converted,reta-2024.txt,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2012,89312,12,88,0,12,25,51,927,152,703,72,SRS,RETA12.DAT,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2013,88958,12,96,0,20,16,60,1255,175,971,109,SRS,RETURNA2013.TXT,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2014,89073,12,119,0,26,13,80,1330,185,1071,74,SRS,RETA14.DAT,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2015,89628,12,122,0,22,14,86,1105,130,922,53,SRS,RETA-COMB.txt,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2016,89861,12,154,0,23,23,108,1033,78,906,49,SRS,RETA2016.TXT,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2017,90294,12,125,0,36,15,74,1146,95,994,57,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2018,92055,12,138,0,27,11,100,998,55,911,32,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2019,93406,12,124,1,32,6,85,1091,113,924,54,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2020,94128,12,144,0,23,5,116,803,60,694,49,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2021,94777,12,209,1,23,15,170,852,49,716,87,converted,reta-2021.txt,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2022,98582,12,193,1,21,10,161,1017,45,865,107,converted,reta-2022.txt,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2023,98915,12,201,1,22,15,163,1068,96,865,107,converted,reta-2023.txt,2026-09-15
MI8290800,Canton Township,Canton Township,MI,2024,97844,12,178,5,28,5,140,1070,88,899,83,converted,reta-2024.txt,2026-09-15
MN0271100,Minneapolis,Minneapolis,MN,2012,390240,12,3872,39,403,1719,1711,19359,4782,12760,1817,SRS,RETA12.DAT,2026-09-15
